,城市,小区名,地址,住宅类型,均价
132,sy,沈阳新天地,沈河文化路135-149号（文化路与南塔街交汇东南侧）,住宅 商住,9500
133,sy,万科城市之光,大东和睦北二路33号（和睦北二路与黎明四街交汇处）,住宅,9800
134,sy,棋盘山沈阳碧桂园,浑南区碧桂街10号（世博园西北侧）,住宅 别墅,5795
135,sy,金辉·尚璟,铁西浑河六街4号(沈辽路与浑河六街交汇处西南侧),住宅,4000
136,sy,信达尚城,浑南区白塔三街21号（中央公园西侧）,住宅,5200
137,sy,绿城沈阳全运村,浑南区沈中大街101-1号（绿城新都喜来登酒店东行100米）,住宅 别墅 商住,7500
138,sy,吉宝·季景沁园,沈北新区蒲新路26号（蒲新路与陵园北街交汇）,住宅,5300
139,sy,东远国际花园,大东小津桥路42-1号（天齐一巷东行200米）,住宅,8800
140,sy,国奥新城,沈北新区医大二院沈北分院北行800米,住宅,3800
141,sy,沈阳恒大江湾,浑南区浑南东路210号（浑南东路与长青南街交汇处）,住宅,5800
142,sy,新世界·名汇,和平南京南街16号（地铁1号线太原街站C出口）,住宅 商住,13000
143,sy,宝地铭郡,大东望花中街87号(望花立交桥北200米),住宅,7500
144,sy,沿海国际中心,浑南区天坛南街8号（地铁2号线营盘街站A口）,住宅 商住,9000
145,sy,首创棋盘山1号,浑南区东陵路16-18号（东陵公园对面）,别墅,8000
146,sy,金地铁西檀府,铁西沈辽路燕塞湖街30号（三隆春天酒店北行２００米）,住宅,6500
147,sy,巧克力城四期·蜜柚青城,大东沈铁路222号（大东区东北部，西起望花南街，东至联合路）,住宅,5800
148,sy,沈阳星河湾,浑南区白塔河二路120号,住宅,16000
149,sy,中天·紫金城,抚顺经济开发区总部经济7号，翔宇路与金凤街交汇处,住宅 商住,3800
150,sy,霍尔寓所,和平彩塔街50号（辽宁工业展览馆西门对面）,住宅,10000
151,sy,富力·尚悦居,大东轩兴四路20号（望花立交桥北700米）,住宅,6400
152,sy,荣盛香缇澜山,沈北新区蒲南路9号(梅江北街与浦南路交汇处西南侧),别墅,7500
153,sy,宏运·中央观邸,银州金城豫海楼下,住宅,6300
154,sy,绿色家园,浑南区桃仙大街1号（市63中学旁）,住宅,5500
155,sy,沈阳恒大名都,和平南京南街1001号（施官屯站附近）,住宅,5500
156,sy,听雨观澜宽景别墅,浑南区桃仙大街6号(万豪沿青年大街南行，沈阳市委市政府下道口即是),别墅,8500
157,sy,沈阳中体奥林匹克花园·花园新城,大东东望北街117号（东北陶瓷城东行800米）,住宅,6000
158,sy,沈阳孔雀城,苏家屯中央大街花树湾公园内,别墅 商住,6800
159,sy,唐轩城市广场,沈北新区蒲昌路1号（地铁航空航天大学站旁）,住宅 商住,6300
160,sy,御景西城,铁西沈辽东路3号（兴工南街与沈辽东路交汇处东侧）,住宅,9000
161,sy,和谐花园,铁西沈新西路80号（高明小区南侧）,住宅,4100
162,sy,绿地·国际花都,于洪赤山路55号（怒江北街与赤山路交汇处西行约800米）,别墅,12000
163,sy,万科鹿特丹,和平长白二街285-2号（长白一路北侧）,住宅,9000
164,sy,方迪山庄,浑南区东陵东路304号（鸟岛公园对面）,别墅,12000
165,sy,龙腾翰芳苑,皇姑西江街26号（皇姑热电收费大厅对面）,住宅,8500
166,sy,澳海澜庭,铁西经济技术开发区中央大街25号（中央大街与沈辽路交汇处）,住宅,5000
167,sy,金汇·温泉雅苑,新民胡台新城法哈牛镇粮库,住宅,4500
168,sy,润江华府,于洪西江北街126号（辽宁省实验中学北校西侧）,住宅,5200
169,sy,香槟蓝郡,铁西经济技术开发区沈新路127号（沈新路与抚仙湖街交汇处）,住宅,6080
170,sy,新荣大厦,和平中山路21号（中兴大厦旁）,住宅 商住,9000
171,sy,世家沈北新城,沈北新区尹家乡创业村11号（381正良站）,住宅,3580
172,sy,左岸慧晶,浑南区南堤中路9号（富民桥与长青桥之间）,住宅,9000
173,sy,中地·北纬42°,浑南区棋盘山风景区满堂街道,别墅,7000
174,sy,麓林春语,沈北新区沈北路109号（兴明街与沈北路交汇处）,住宅,5300
175,sy,麗山国际小镇,苏家屯白清寨路490号（姚千街道夹宝山村）,别墅,7000
176,sy,金沙城,于洪沙岭路70-1号（金沙岭峯东100米）,住宅,4500
177,sy,菁华名邸,银州公安大厦东侧，建委小区南侧,住宅,4500
178,sy,万科朗润园,铁西肇工北街8号 (肇工北街与北二西路交汇处),住宅 商住,8500
179,sy,万科海港城,营口鲅鱼圈金沙滩南侧,住宅,6000
180,sy,清韵百园,浑南区森林路101号（棋盘山景区入口南500米）,住宅 别墅,15800
181,sy,圣泉湾·翠堤苑,丹东凤城市东汤镇泉眼旁,住宅,3850
182,sy,玉祥·明居,于洪松山西路90号（怒江街与松山西路交汇处西行200米）,住宅,8500
183,sy,万科公园大道,于洪渤海路21-1号（太湖街与渤海路交汇处）,住宅,8500
184,sy,万科沈抚新城金域蓝湾,抚顺经济开发区沈抚路与中兴街交汇处,住宅,6500
185,sy,亚力山大城A座,沈北新区辉山大街125号（临近浅水湾）,住宅 商住,4250
186,sy,庆大·香格经典,苏家屯南京南街1088号（春蕾街与南京街交汇处）,住宅,4400
187,sy,万科春河里,沈河彩塔街16号（文艺路与三经街交汇处）,住宅 商住,17800
188,sy,万科·惠斯勒小镇,浑南区世博东街59号（世博园东1.5公里）,别墅,11000
189,sy,富兴·湖畔欣城,辽中滨水新城迎宾路与近海大街交汇处,住宅,3900
190,sy,星悦华廷,铁岭县铁岭市铁岭新城102国道与赣江路交汇处,住宅,5000
191,sy,盛世桃源,银州岭东102国道与长青路交汇处,住宅,3800
192,sy,巴厘泉乡,新民兴隆堡304国道南侧（原粮库旧址）,住宅 商住,4500
193,sy,雷凯铂院,皇姑皇姑区鸭绿江东街与银山路交汇处,住宅,6800
194,sy,明城新北市,和平皇寺路95号（市府大路与和平北大街交汇口）,住宅,11000
195,sy,古田和睦城,大东和睦路9-8号（和睦路与睦南一路之间）,住宅,9200
196,sy,假日欧洲,新民胡台镇振兴四街,住宅,3800
197,sy,永利嘉院,于洪西湖街27号（海逸诗阁购物中心附近）,住宅,5999
198,sy,唐轩·公馆,沈北新区蒲昌路1号（沈阳师范大学北）,住宅,5500
199,sy,沈阳中体奥林匹克花园·花园一号,沈北新区人和街170号（九如溪谷北侧）,别墅,8000
200,sy,国御温泉度假小镇,沈北新区常州路38号（83中对面）,住宅,4500
201,sy,城建·锦泉蓝湾,沈北新区杭州路189号（虎石台大街与杭州路交汇处）,住宅 别墅,5300
202,sy,满融公馆,苏家屯迎春北街86号（绕城高速与迎春北街交汇处西南侧）,住宅,4800
203,sy,荣盛香缇澜山二期,沈北新区蒲南路9号（蒲南路与七星大街交汇处）,住宅,4800
204,sy,广厦绿园,于洪元江街58号（丁香湖东南侧）,住宅,5500
205,sy,沈阳嘉里中心雅颂居,沈河文化路70号（青年大街与文化路交汇处东北侧）,住宅,17500
206,sy,巴黎公馆,铁西沈阳经济技术开发区沈新路59号（开发大道地铁口东300米）,住宅,7000
207,sy,唐轩北廷,沈北新区蒲新路13号（七星大街与蒲新路交汇处）,住宅,3500
208,sy,泰莱枫尚,浑南区全运路114号（全运北路与智慧大街交汇处西北侧）,住宅,4600
209,sy,格林玫瑰湾,和平长白岛长白三街6号（浑河南岸，工农桥南100米）,住宅,9000
210,sy,书香人家,皇姑宁山西路7号（八十四中学对面）,住宅 商住,8500
211,sy,浑河湾,浑南区浑南西路3号（伊丽亚特湾站附近）,住宅,5500
212,sy,阳光国际花园,沈北新区人和街125号（红太阳大药房以东）,住宅 别墅,4500
213,sy,万科柏翠园,沈河五爱街125号（五爱隧道交通岗浑河北口东侧),住宅,17000
214,sy,宝地·铭门,大东望花中街87号(望花立交桥北200米),住宅,8000
215,sy,金河湾,沈北新区沈北路208号(东北育才双语学校东侧),别墅,8000
216,sy,东方银座·莱茵城,铁西开发区二十七号路330号（西峡谷公园门口）,住宅 商住,4500
217,sy,半岛公馆,和平长白岛滨河北路68号（长白岛内河北侧）,住宅,7000
218,sy,格林阳光城,浑南区浑南东路58号（新立堡桥南西500米）,住宅,5300
