,城市,小区名,地址,住宅类型,均价
226,yz,品尊国际,邗江区文昌西路与博物馆路交汇处,住宅,17000
227,yz,豪第坊,仪征市新集镇东首,别墅,5880
228,yz,万科金色梦想,邗江区蜀冈南路与司徒庙路交界处向南400米,住宅,7600
229,yz,香颂溪岸,邗江区真州中路与文汇西路交汇处西北角,住宅,9500
230,yz,幸福里花园,邗江区润扬北路与蜀冈西路交汇处东北角,住宅,6700
231,yz,九龙湾树人园,开发区扬子江路与毓秀路交汇处西南角,住宅,5600
232,yz,德辉天玺湾,广陵区鼎兴路与临江路交汇处,住宅,7800
233,yz,扬州天下花园,邗江区扬子江北路508号(平山堂西路与邗江北路交汇处),住宅 别墅,21000
234,yz,颐景苑皇都漫城,广陵区扬霍路与京杭南路交叉口,住宅,7400
235,yz,盛城世家,广陵区京杭南路与开发东路交汇处（扬州汽校向南）,住宅,7400
236,yz,仁杰龙郡,仪征市刘集镇华联路与为民路交汇处西北角,别墅,8500
237,yz,荷园丽都,广陵区江阳中路与大学南路交叉口西北角,住宅,13500
238,yz,品尊国际,邗江区文昌西路与博物馆路交汇处,住宅,17000
239,yz,天伦华府,邗江区方巷镇四通北路以东朝阳路以南,住宅,4200
240,yz,梅岭公馆,广陵区高桥路与漕河东路交会处,住宅 商住,6888
241,yz,万和熙庭,广陵区京杭南路与嘉苑路交汇处,住宅,7700
242,yz,宝龙金轮广场,开发区维扬路蝶湖东,住宅,25000
243,yz,边城香榭里8号,邗江区邗江北路与经圩路交界点向西约100米,住宅,9300
244,yz,湖滨名都,邗江区文汇西路与站南路交汇处东北角,住宅,8200
245,yz,西城逸境,仪征市盘古（杨庙西）,别墅,6880
246,yz,蓝爵庄园,开发区扬子江南路与施沙路交汇处东南角,住宅,5100
247,yz,宝能城市广场,仪征市解放东路与天宁大道交汇处西北角,住宅 别墅 商住,5800
248,yz,奥凯八方汇,邗江区兴城西路与百祥路交汇处东南角,商住,10500
249,yz,银墅湾,邗江区史可法路东侧、邗沟路南侧,别墅,6888
